,sum,combo
678,1900.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均風速', '平均現地気圧']"
961,1902.0,"['最低気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
799,1907.0,"['最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
674,1912.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均湿度']"
899,1914.0,"['平均気温', '最高気温', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
586,1924.0,"['最低気温', '降水量', '日照時間', '平均風速', '平均湿度']"
446,1935.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均風速']"
743,1936.0,"['平均気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
451,1937.0,"['平均気温', '最低気温', '降水量', '平均風速', '平均湿度']"
672,1941.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均風速']"
693,1946.0,"['平均気温', '最高気温', '日照時間', '降雪量', '平均風速', '平均湿度']"
411,1948.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均風速']"
778,1949.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均湿度', '平均現地気圧']"
890,1949.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
413,1950.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均湿度']"
884,1952.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
487,1953.0,"['平均気温', '降水量', '降雪量', '平均風速', '平均湿度']"
684,1954.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均風速', '平均現地気圧']"
725,1956.0,"['平均気温', '最低気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
518,1956.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均湿度']"
831,1959.0,"['最低気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
775,1961.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均風速', '平均現地気圧']"
557,1962.0,"['最高気温', '降水量', '降雪量', '平均風速', '平均湿度']"
687,1963.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均湿度', '平均現地気圧']"
592,1967.0,"['最低気温', '降水量', '降雪量', '平均風速', '平均湿度']"
810,1970.0,"['最高気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
754,1973.0,"['平均気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
516,1978.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均風速']"
704,1978.0,"['平均気温', '最高気温', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
537,1980.0,"['最高気温', '最低気温', '降雪量', '平均風速', '平均湿度']"
795,1980.0,"['最高気温', '最低気温', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
915,1989.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
718,1990.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度']"
677,1992.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均風速', '平均湿度']"
432,1992.0,"['平均気温', '最高気温', '降雪量', '平均風速', '平均湿度']"
820,1994.0,"['最低気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
416,2000.0,"['平均気温', '最高気温', '降水量', '平均風速', '平均湿度']"
990,2001.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
690,2004.0,"['平均気温', '最高気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
521,2005.0,"['最高気温', '最低気温', '降水量', '平均風速', '平均湿度']"
781,2014.0,"['最高気温', '最低気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
883,2017.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
894,2032.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
774,2034.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度']"
683,2036.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均風速', '平均湿度']"
943,2038.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
